Qué,Pregunta,Respuesta,Nivel CSV,Nivel en el juego
nivel cambiado,Nombra un Pokémon de la primera generación,Psyduck,3,1
nivel cambiado,Nombra un Pokémon de la primera generación,Golduck,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Primeape,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Growlithe,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Arcanine,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Poliwhirl,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Poliwrath,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Abra,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Kadabra,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Alakazam,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Machoke,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Machamp,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Bellsprout,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Weepinbell,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Tentacruel,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Geodude,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Graveler,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Ponyta,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Slowpoke,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Slowbro,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Magneton,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Farfetch'd,3,2
nivel cambiado,Nombra un Pokémon de la primera generación,Doduo,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Dodrio,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Dewgong,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Grimer,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Muk,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Shellder,3,5
nivel cambiado,Nombra un Pokémon de la primera generación,Cloyster,3,4
nivel cambiado,Nombra un Pokémon de la primera generación,Gastly,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Haunter,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Gengar,4,1
nivel cambiado,Nombra un Pokémon de la primera generación,Onix,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Drowzee,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Krabby,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Kingler,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Voltorb,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Exeggcute,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Cubone,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Hitmonlee,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Hitmonchan,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Lickitung,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Koffing,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Weezing,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Rhydon,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Chansey,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Tangela,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Kangaskhan,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Horsea,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Goldeen,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Seaking,4,5
nivel cambiado,Nombra un Pokémon de la primera generación,Staryu,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Starmie,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Mr. Mime,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Scyther,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Jynx,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Electabuzz,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Magmar,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Pinsir,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Tauros,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Magikarp,4,1
nivel cambiado,Nombra un Pokémon de la primera generación,Gyarados,4,1
nivel cambiado,Nombra un Pokémon de la primera generación,Lapras,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Ditto,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Eevee,4,1
nivel cambiado,Nombra un Pokémon de la primera generación,Vaporeon,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Jolteon,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Flareon,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Porygon,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Omanyte,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Kabuto,4,3
nivel cambiado,Nombra un Pokémon de la primera generación,Aerodactyl,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Snorlax,4,1
nivel cambiado,Nombra un Pokémon de la primera generación,Articuno,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Zapdos,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Moltres,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Dratini,4,2
nivel cambiado,Nombra un Pokémon de la primera generación,Dragonite,5,2
nivel cambiado,Nombra un Pokémon de la primera generación,Mewtwo,5,1
nivel cambiado,Nombra un Pokémon de la primera generación,Mew,5,1
nivel cambiado,Nombra un Pokémon de la primera generación,Nidoran♂,2,3
respuesta añadida,Nombra un país del mundo,Palestina,,3
respuesta añadida,Nombra un país del mundo,Vaticano,,4
respuesta añadida,Nombra un país del mundo,Kosovo,,4
respuesta añadida,Nombra un país del mundo,Taiwán,,3
respuesta añadida,Nombra una moneda que se use hoy en algún país,Libra esterlina,,1
respuesta añadida,Nombra un país de Asia,Myanmar (Birmania),,3
respuesta añadida,Nombra un país de Asia,Chipre,,4
respuesta añadida,Nombra un país de Asia,Rusia,,3
respuesta añadida,Nombra un país de Asia,Palestina,,3
respuesta añadida,Nombra un país de Asia,Taiwán,,3
respuesta añadida,Nombra un país de Europa,Reino Unido,,1
respuesta añadida,Nombra un país de Europa,Andorra,,2
respuesta añadida,Nombra un país de Europa,Montenegro,,3
respuesta añadida,Nombra un país de Europa,Vaticano,,3
respuesta añadida,Nombra un país de Europa,Kosovo,,4
respuesta añadida,Nombra un país de Europa,Turquía,,4
respuesta añadida,Nombra un país de Europa,Georgia,,5
respuesta añadida,Nombra un país de Europa,Armenia,,5
respuesta añadida,Nombra un país de Europa,Azerbaiyán,,5
respuesta añadida,Nombra un país de Europa,Kazajistán,,5
respuesta añadida,Nombra una ciudad de España,Getxo,,3
respuesta añadida,Nombra una ciudad de España,Irún,,3
respuesta añadida,Nombra una ciudad de España,Barakaldo,,3
respuesta añadida,Nombra una ciudad de España,Lorca,,3
respuesta añadida,Nombra una ciudad de España,Mérida,,3
respuesta añadida,Nombra una ciudad de España,Albacete,,3
respuesta añadida,Nombra una ciudad de España,Ciudad Real,,3
respuesta añadida,Nombra una ciudad de España,Zamora,,3
respuesta añadida,Nombra una ciudad de España,Plasencia,,3
respuesta añadida,Nombra una ciudad de España,Torrent,,3
respuesta añadida,Nombra una ciudad de España,Paterna,,3
respuesta añadida,Nombra una ciudad de España,Sagunto,,3
respuesta añadida,Nombra una ciudad de España,Alcoy,,3
respuesta añadida,Nombra una ciudad de España,Majadahonda,,3
respuesta añadida,Nombra una ciudad de España,Pozuelo de Alarcón,,3
respuesta añadida,Nombra una ciudad de España,Las Rozas,,3
respuesta añadida,Nombra una ciudad de España,San Sebastián de los Reyes,,3
respuesta añadida,Nombra una ciudad de España,Coslada,,3
respuesta añadida,Nombra una ciudad de España,Valdemoro,,3
respuesta añadida,Nombra una ciudad de España,El Ejido,,3
respuesta añadida,Nombra una ciudad de España,Molina de Segura,,3
respuesta añadida,Nombra una ciudad de España,Vila-real,,3
respuesta añadida,Nombra una ciudad de España,Dénia,,3
respuesta añadida,Nombra una ciudad de España,Jávea,,3
respuesta añadida,Nombra una ciudad de España,Calpe,,3
respuesta añadida,Nombra una ciudad de España,Alzira,,3
respuesta añadida,Nombra una ciudad de España,Xàtiva,,3
respuesta añadida,Nombra una ciudad de España,Cullera,,3
respuesta añadida,Nombra una ciudad de España,Peñíscola,,3
respuesta añadida,Nombra una ciudad de España,Eibar,,3
respuesta añadida,Nombra una ciudad de España,Zarautz,,3
respuesta añadida,Nombra una ciudad de España,Hondarribia,,3
respuesta añadida,Nombra una ciudad de España,Tudela,,3
respuesta añadida,Nombra una ciudad de España,Estella,,3
respuesta añadida,Nombra una ciudad de España,Castro Urdiales,,3
respuesta añadida,Nombra una ciudad de España,Laredo,,3
respuesta añadida,Nombra una ciudad de España,Santillana del Mar,,3
respuesta añadida,Nombra una ciudad de España,Llanes,,3
respuesta añadida,Nombra una ciudad de España,Ribadesella,,3
respuesta añadida,Nombra una ciudad de España,Cangas de Onís,,3
respuesta añadida,Nombra una ciudad de España,Villaviciosa,,3
respuesta añadida,Nombra una ciudad de España,Almuñécar,,3
respuesta añadida,Nombra una ciudad de España,Nerja,,3
respuesta añadida,Nombra una ciudad de España,Mojácar,,3
respuesta añadida,Nombra una ciudad de España,Tarifa,,3
respuesta añadida,Nombra una ciudad de España,Chipiona,,3
respuesta añadida,Nombra una ciudad de España,Conil de la Frontera,,3
respuesta añadida,Nombra una ciudad de España,Vejer de la Frontera,,3
respuesta añadida,Nombra una ciudad de España,Carmona,,3
respuesta añadida,Nombra una ciudad de España,Osuna,,3
respuesta añadida,Nombra una ciudad de España,Villanueva de la Serena,,3
respuesta añadida,Nombra una ciudad de España,Don Benito,,3
respuesta añadida,Nombra una ciudad de España,Almendralejo,,3
respuesta añadida,Nombra una ciudad de España,Zafra,,3
respuesta añadida,Nombra una ciudad de España,O Grove,,3
respuesta añadida,Nombra una ciudad de España,Sanxenxo,,3
respuesta añadida,Nombra una ciudad de España,Cambados,,3
respuesta añadida,Nombra una ciudad de España,Betanzos,,3
respuesta añadida,Nombra una ciudad de España,Lloret de Mar,,3
respuesta añadida,Nombra una ciudad de España,Tossa de Mar,,3
respuesta añadida,Nombra una ciudad de España,Roses,,3
respuesta añadida,Nombra una ciudad de España,Palamós,,3
respuesta añadida,Nombra una ciudad de España,Calella,,3
respuesta añadida,Nombra una ciudad de España,Santa Coloma de Gramenet,,3
respuesta añadida,Nombra una ciudad de España,Cornellà de Llobregat,,3
respuesta añadida,Nombra una ciudad de España,Sant Boi de Llobregat,,3
respuesta añadida,Nombra una ciudad de España,Mollet del Vallès,,3
respuesta añadida,Nombra una ciudad de España,El Prat de Llobregat,,3
respuesta añadida,Nombra una ciudad de España,Vilafranca del Penedès,,3
respuesta añadida,Nombra una ciudad de España,Martorell,,3
respuesta añadida,Nombra una ciudad de España,Tres Cantos,,3
respuesta añadida,Nombra una ciudad de España,Collado Villalba,,3
respuesta añadida,Nombra una ciudad de España,Boadilla del Monte,,3
respuesta añadida,Nombra una ciudad de España,Pinto,,3
respuesta añadida,Nombra una ciudad de España,Arganda del Rey,,3
respuesta añadida,Nombra una ciudad de España,Illescas,,3
respuesta añadida,Nombra una ciudad de España,Ciempozuelos,,4
respuesta añadida,Nombra una ciudad de España,Villanueva de la Cañada,,4
respuesta añadida,Nombra una ciudad de España,Navalcarnero,,4
respuesta añadida,Nombra una ciudad de España,Medina de Rioseco,,4
respuesta añadida,Nombra una ciudad de España,Tordesillas,,4
respuesta añadida,Nombra una ciudad de España,Peñafiel,,4
respuesta añadida,Nombra una ciudad de España,Sepúlveda,,4
respuesta añadida,Nombra una ciudad de España,Pedraza,,4
respuesta añadida,Nombra una ciudad de España,La Granja de San Ildefonso,,4
respuesta añadida,Nombra una ciudad de España,San Lorenzo de El Escorial,,4
respuesta añadida,Nombra una ciudad de España,Alcalá la Real,,4
respuesta añadida,Nombra una ciudad de España,Guadix,,4
respuesta añadida,Nombra una ciudad de España,Priego de Córdoba,,4
respuesta añadida,Nombra una ciudad de España,Cabra,,4
respuesta añadida,Nombra una ciudad de España,Montilla,,4
respuesta añadida,Nombra una ciudad de España,Baena,,4
respuesta añadida,Nombra una ciudad de España,Palma del Río,,4
respuesta añadida,Nombra una ciudad de España,Lepe,,4
respuesta añadida,Nombra una ciudad de España,Isla Cristina,,4
respuesta añadida,Nombra una ciudad de España,Ayamonte,,4
respuesta añadida,Nombra una ciudad de España,Aracena,,4
respuesta añadida,Nombra una ciudad de España,Níjar,,4
respuesta añadida,Nombra una ciudad de España,Vera,,4
respuesta añadida,Nombra una ciudad de España,Huércal-Overa,,4
respuesta añadida,Nombra una ciudad de España,Adra,,4
respuesta añadida,Nombra una ciudad de España,Caravaca de la Cruz,,4
respuesta añadida,Nombra una ciudad de España,Cieza,,4
respuesta añadida,Nombra una ciudad de España,Yecla,,4
respuesta añadida,Nombra una ciudad de España,Jumilla,,4
respuesta añadida,Nombra una ciudad de España,Águilas,,4
respuesta añadida,Nombra una ciudad de España,Mazarrón,,4
respuesta añadida,Nombra una ciudad de España,San Javier,,4
respuesta añadida,Nombra una ciudad de España,San Pedro del Pinatar,,4
respuesta añadida,Nombra una ciudad de España,Totana,,4
respuesta añadida,Nombra una ciudad de España,Villena,,4
respuesta añadida,Nombra una ciudad de España,Petrer,,4
respuesta añadida,Nombra una ciudad de España,Novelda,,4
respuesta añadida,Nombra una ciudad de España,Crevillent,,4
respuesta añadida,Nombra una ciudad de España,Santa Pola,,4
respuesta añadida,Nombra una ciudad de España,Altea,,4
respuesta añadida,Nombra una ciudad de España,Ontinyent,,4
respuesta añadida,Nombra una ciudad de España,Requena,,4
respuesta añadida,Nombra una ciudad de España,Sueca,,4
respuesta añadida,Nombra una ciudad de España,Burriana,,4
respuesta añadida,Nombra una ciudad de España,Vinaròs,,4
respuesta añadida,Nombra una ciudad de España,Benicàssim,,4
respuesta añadida,Nombra una ciudad de España,Onda,,4
respuesta añadida,Nombra una ciudad de España,Mondragón,,4
respuesta añadida,Nombra una ciudad de España,Durango,,4
respuesta añadida,Nombra una ciudad de España,Gernika,,4
respuesta añadida,Nombra una ciudad de España,Bermeo,,4
respuesta añadida,Nombra una ciudad de España,Portugalete,,4
respuesta añadida,Nombra una ciudad de España,Santurtzi,,4
respuesta añadida,Nombra una ciudad de España,Basauri,,4
respuesta añadida,Nombra una ciudad de España,Errenteria,,4
respuesta añadida,Nombra una ciudad de España,Tolosa,,4
respuesta añadida,Nombra una ciudad de España,Azpeitia,,4
respuesta añadida,Nombra una ciudad de España,Sestao,,4
respuesta añadida,Nombra una ciudad de España,Leioa,,4
respuesta añadida,Nombra una ciudad de España,Llodio,,4
respuesta añadida,Nombra una ciudad de España,Barañáin,,4
respuesta añadida,Nombra una ciudad de España,Tafalla,,4
respuesta añadida,Nombra una ciudad de España,Olite,,4
respuesta añadida,Nombra una ciudad de España,Haro,,4
respuesta añadida,Nombra una ciudad de España,Calahorra,,4
respuesta añadida,Nombra una ciudad de España,Arnedo,,4
respuesta añadida,Nombra una ciudad de España,Santo Domingo de la Calzada,,4
respuesta añadida,Nombra una ciudad de España,Caspe,,4
respuesta añadida,Nombra una ciudad de España,Daroca,,4
respuesta añadida,Nombra una ciudad de España,Borja,,4
respuesta añadida,Nombra una ciudad de España,Utebo,,4
respuesta añadida,Nombra una ciudad de España,Benasque,,4
respuesta añadida,Nombra una ciudad de España,Sigüenza,,4
respuesta añadida,Nombra una ciudad de España,Almagro,,4
respuesta añadida,Nombra una ciudad de España,Consuegra,,4
respuesta añadida,Nombra una ciudad de España,Seseña,,4
respuesta añadida,Nombra una ciudad de España,Tarancón,,4
respuesta añadida,Nombra una ciudad de España,La Alberca,,4
respuesta añadida,Nombra una ciudad de España,Sahagún,,4
respuesta añadida,Nombra una ciudad de España,Villafranca del Bierzo,,4
respuesta añadida,Nombra una ciudad de España,Bembibre,,4
respuesta añadida,Nombra una ciudad de España,La Bañeza,,4
respuesta añadida,Nombra una ciudad de España,Toro,,4
respuesta añadida,Nombra una ciudad de España,Puebla de Sanabria,,4
respuesta añadida,Nombra una ciudad de España,Aguilar de Campoo,,4
respuesta añadida,Nombra una ciudad de España,Briviesca,,4
respuesta añadida,Nombra una ciudad de España,Covarrubias,,4
respuesta añadida,Nombra una ciudad de España,Lerma,,4
respuesta añadida,Nombra una ciudad de España,El Burgo de Osma,,4
respuesta añadida,Nombra una ciudad de España,Almazán,,4
respuesta añadida,Nombra una ciudad de España,Medinaceli,,4
respuesta añadida,Nombra una ciudad de España,Arévalo,,4
respuesta añadida,Nombra una ciudad de España,Cuéllar,,4
respuesta añadida,Nombra una ciudad de España,Reinosa,,4
respuesta añadida,Nombra una ciudad de España,Potes,,4
respuesta añadida,Nombra una ciudad de España,San Vicente de la Barquera,,4
respuesta añadida,Nombra una ciudad de España,Santoña,,4
respuesta añadida,Nombra una ciudad de España,Suances,,4
respuesta añadida,Nombra una ciudad de España,Noja,,4
respuesta añadida,Nombra una ciudad de España,Luanco,,4
respuesta añadida,Nombra una ciudad de España,Candás,,4
respuesta añadida,Nombra una ciudad de España,Navia,,4
respuesta añadida,Nombra una ciudad de España,Pola de Siero,,4
respuesta añadida,Nombra una ciudad de España,Sarria,,4
respuesta añadida,Nombra una ciudad de España,Verín,,4
respuesta añadida,Nombra una ciudad de España,O Barco de Valdeorras,,4
respuesta añadida,Nombra una ciudad de España,O Carballiño,,4
respuesta añadida,Nombra una ciudad de España,Ribadavia,,4
respuesta añadida,Nombra una ciudad de España,Pontedeume,,4
respuesta añadida,Nombra una ciudad de España,Noia,,4
respuesta añadida,Nombra una ciudad de España,Muros,,4
respuesta añadida,Nombra una ciudad de España,Fisterra,,4
respuesta añadida,Nombra una ciudad de España,Camariñas,,4
respuesta añadida,Nombra una ciudad de España,Muxía,,4
respuesta añadida,Nombra una ciudad de España,Mondoñedo,,4
respuesta añadida,Nombra una ciudad de España,Foz,,4
respuesta añadida,Nombra una ciudad de España,Poio,,4
respuesta añadida,Nombra una ciudad de España,Bueu,,4
respuesta añadida,Nombra una ciudad de España,Moaña,,4
respuesta añadida,Nombra una ciudad de España,Nigrán,,4
respuesta añadida,Nombra una ciudad de España,A Guarda,,4
respuesta añadida,Nombra una ciudad de España,Sóller,,4
respuesta añadida,Nombra una ciudad de España,Pollença,,4
respuesta añadida,Nombra una ciudad de España,Alcúdia,,4
respuesta añadida,Nombra una ciudad de España,Felanitx,,4
respuesta añadida,Nombra una ciudad de España,Santanyí,,4
respuesta añadida,Nombra una ciudad de España,Andratx,,4
respuesta añadida,Nombra una ciudad de España,Valldemossa,,4
respuesta añadida,Nombra una ciudad de España,Sant Antoni de Portmany,,4
respuesta añadida,Nombra una ciudad de España,Sant Josep de sa Talaia,,4
respuesta añadida,Nombra una ciudad de España,Formentera,,4
respuesta añadida,Nombra una ciudad de España,Yaiza,,4
respuesta añadida,Nombra una ciudad de España,Teguise,,4
respuesta añadida,Nombra una ciudad de España,Tías,,4
respuesta añadida,Nombra una ciudad de España,La Oliva,,4
respuesta añadida,Nombra una ciudad de España,Pájara,,4
respuesta añadida,Nombra una ciudad de España,Agüimes,,4
respuesta añadida,Nombra una ciudad de España,Ingenio,,4
respuesta añadida,Nombra una ciudad de España,Teror,,4
respuesta añadida,Nombra una ciudad de España,Icod de los Vinos,,4
respuesta añadida,Nombra una ciudad de España,Garachico,,4
respuesta añadida,Nombra una ciudad de España,Güímar,,4
respuesta añadida,Nombra una ciudad de España,Granadilla de Abona,,4
respuesta añadida,Nombra una ciudad de España,Santa Cruz de La Palma,,4
respuesta añadida,Nombra una ciudad de España,Los Llanos de Aridane,,4
respuesta añadida,Nombra una ciudad de España,San Sebastián de La Gomera,,4
respuesta añadida,Nombra una ciudad de España,Valverde,,4
respuesta añadida,Nombra una ciudad de España,Frigiliana,,4
respuesta añadida,Nombra una ciudad de España,Setenil de las Bodegas,,4
respuesta añadida,Nombra una ciudad de España,Grazalema,,4
respuesta añadida,Nombra una ciudad de España,Olvera,,4
respuesta añadida,Nombra una ciudad de España,Ubrique,,4
respuesta añadida,Nombra una ciudad de España,Cazorla,,4
respuesta añadida,Nombra una ciudad de España,Martos,,4
respuesta añadida,Nombra una ciudad de España,Bailén,,4
respuesta añadida,Nombra una ciudad de España,La Carolina,,4
respuesta añadida,Nombra una ciudad de España,Rota,,4
respuesta añadida,Nombra una ciudad de España,Barbate,,4
respuesta añadida,Nombra una ciudad de España,Alquézar,,5
respuesta añadida,Nombra una ciudad de España,Aínsa,,5
respuesta añadida,Nombra una ciudad de España,Hita,,5
respuesta añadida,Nombra una ciudad de España,Atienza,,5
respuesta añadida,Nombra una ciudad de España,Pastrana,,5
respuesta añadida,Nombra una ciudad de España,Buitrago del Lozoya,,5
respuesta añadida,Nombra una ciudad de España,Patones,,5
respuesta añadida,Nombra una ciudad de España,Rascafría,,5
respuesta añadida,Nombra una ciudad de España,Candelario,,5
respuesta añadida,Nombra una ciudad de España,Mogarraz,,5
respuesta añadida,Nombra una ciudad de España,Hervás,,5
respuesta añadida,Nombra una ciudad de España,Guadalupe,,5
respuesta añadida,Nombra una ciudad de España,Frías,,5
respuesta añadida,Nombra una ciudad de España,Peñaranda de Duero,,5
respuesta añadida,Nombra una ciudad de España,Urueña,,5
respuesta añadida,Nombra una ciudad de España,Cudillero,,5
respuesta añadida,Nombra una ciudad de España,Taramundi,,5
respuesta añadida,Nombra una ciudad de España,Lastres,,5
respuesta añadida,Nombra una ciudad de España,Combarro,,5
respuesta añadida,Nombra una ciudad de España,Allariz,,5
respuesta añadida,Nombra una ciudad de España,Castrillo de los Polvazares,,5
respuesta añadida,Nombra una ciudad de España,Morella,,5
respuesta añadida,Nombra una ciudad de España,Guadalest,,5
respuesta añadida,Nombra una ciudad de España,Bocairent,,5
respuesta añadida,Nombra una ciudad de España,Siurana,,5
respuesta añadida,Nombra una ciudad de España,Besalú,,5
respuesta añadida,Nombra una ciudad de España,Rupit,,5
respuesta añadida,Nombra una ciudad de España,Pals,,5
respuesta añadida,Nombra una ciudad de España,Peratallada,,5
respuesta añadida,Nombra una ciudad de España,Begur,,5
respuesta añadida,Nombra una ciudad de España,Calella de Palafrugell,,5
respuesta añadida,Nombra una ciudad de España,La Seu d'Urgell,,5
respuesta añadida,Nombra una ciudad de España,Vielha,,5
respuesta añadida,Nombra una ciudad de España,Puigcerdà,,5
respuesta añadida,Nombra una ciudad de España,Ripoll,,5
respuesta añadida,Nombra una ciudad de España,Sos del Rey Católico,,5
respuesta añadida,Nombra una ciudad de España,Uncastillo,,5
respuesta añadida,Nombra una ciudad de España,Anento,,5
respuesta añadida,Nombra una ciudad de España,Valderrobres,,5
respuesta añadida,Nombra una ciudad de España,Cantavieja,,5
respuesta añadida,Nombra una ciudad de España,Rubielos de Mora,,5
respuesta añadida,Nombra una ciudad de España,Mirambel,,5
respuesta añadida,Nombra una ciudad de España,Calaceite,,5
respuesta añadida,Nombra una ciudad de España,Laguardia,,5
respuesta añadida,Nombra una ciudad de España,Oñati,,5
respuesta añadida,Nombra una ciudad de España,Getaria,,5
respuesta añadida,Nombra una ciudad de España,Mundaka,,5
respuesta añadida,Nombra una ciudad de España,Elantxobe,,5
respuesta añadida,Nombra una ciudad de España,Lekeitio,,5
respuesta añadida,Nombra una ciudad de España,Ochagavía,,5
respuesta añadida,Nombra una ciudad de España,Roncesvalles,,5
respuesta añadida,Nombra una ciudad de España,Ujué,,5
respuesta añadida,Nombra una ciudad de España,Puente la Reina,,5
respuesta añadida,Nombra una ciudad de España,Viana,,5
respuesta añadida,Nombra una ciudad de España,Ezcaray,,5
respuesta añadida,Nombra una ciudad de España,Briones,,5
respuesta añadida,Nombra una ciudad de España,San Millán de la Cogolla,,5
respuesta añadida,Nombra un pico de España,Pica d'Estats,,2
respuesta añadida,Nombra un pico de España,Roque de los Muchachos,,2
respuesta añadida,Nombra un pico de España,Roque Nublo,,2
respuesta añadida,Nombra un pico de España,Pico de las Nieves,,2
respuesta añadida,Nombra un pico de España,Montserrat,,2
respuesta añadida,Nombra un pico de España,Tibidabo,,2
respuesta añadida,Nombra un pico de España,Pedraforca,,2
respuesta añadida,Nombra un pico de España,Puigmal,,2
respuesta añadida,Nombra un pico de España,Puig Major,,2
respuesta añadida,Nombra un pico de España,Penyagolosa,,2
respuesta añadida,Nombra un pico de España,Aitana,,2
respuesta añadida,Nombra un pico de España,Anboto,,2
respuesta añadida,Nombra un pico de España,Pico Viejo,,2
respuesta añadida,Nombra un pico de España,Vignemale,,2
respuesta añadida,Nombra un pico de España,Montseny,,3
respuesta añadida,Nombra un pico de España,Matagalls,,3
respuesta añadida,Nombra un pico de España,Puig Campana,,3
respuesta añadida,Nombra un pico de España,Montgó,,3
respuesta añadida,Nombra un pico de España,Mesa de los Tres Reyes,,3
respuesta añadida,Nombra un pico de España,La Rhune,,3
respuesta añadida,Nombra un pico de España,Jaizkibel,,3
respuesta añadida,Nombra un pico de España,Peña Oroel,,3
respuesta añadida,Nombra un pico de España,Tozal de Guara,,3
respuesta añadida,Nombra un pico de España,Turbón,,3
respuesta añadida,Nombra un pico de España,Tuca de Mulleres,,3
respuesta añadida,Nombra un pico de España,Pico del Lobo,,3
respuesta añadida,Nombra un pico de España,Ocejón,,3
respuesta añadida,Nombra un pico de España,La Mira,,3
respuesta añadida,Nombra un pico de España,Tetica de Bacares,,3
respuesta añadida,Nombra un pico de España,Calar Alto,,3
respuesta añadida,Nombra un pico de España,Peña Amaya,,3
respuesta añadida,Nombra un pico de España,Picón Blanco,,3
respuesta añadida,Nombra un pico de España,Cabeza de Manzaneda,,3
respuesta añadida,Nombra un pico de España,Monte Pindo,,3
respuesta añadida,Nombra un pico de España,Alto Rey,,3
respuesta añadida,Nombra un pico de España,Canigó,,4
respuesta añadida,Nombra un pico de España,Cadí,,4
respuesta añadida,Nombra un pico de España,Tossal de la Baltasana,,4
respuesta añadida,Nombra un pico de España,Mont Caro,,4
respuesta añadida,Nombra un pico de España,Javalambre,,4
respuesta añadida,Nombra un pico de España,Pico Cebollera,,4
respuesta añadida,Nombra un pico de España,La Tiñosa,,4
respuesta añadida,Nombra un pico de España,Maroma,,4
respuesta añadida,Nombra un pico de España,Torrecilla,,4
respuesta añadida,Nombra un pico de España,Pico Lucero,,4
respuesta añadida,Nombra una playa de España,Playa de San Lorenzo,,1
respuesta añadida,Nombra una playa de España,Playa de Poniente,,1
respuesta añadida,Nombra una playa de España,Playa de las Américas,,1
respuesta añadida,Nombra una playa de España,La Manga,,1
respuesta añadida,Nombra una playa de España,Playa de la Malagueta,,1
respuesta añadida,Nombra una playa de España,Playa de Palma,,1
respuesta añadida,Nombra una playa de España,Playa de Valdevaqueros,,2
respuesta añadida,Nombra una playa de España,Playa de los Lances,,2
respuesta añadida,Nombra una playa de España,Playa de El Palmar,,2
respuesta añadida,Nombra una playa de España,Playa de los Caños de Meca,,2
respuesta añadida,Nombra una playa de España,Playa de Matalascañas,,2
respuesta añadida,Nombra una playa de España,Playa de la Carihuela,,2
respuesta añadida,Nombra una playa de España,Playa de Burriana,,2
respuesta añadida,Nombra una playa de España,Playa del Postiguet,,2
respuesta añadida,Nombra una playa de España,Playa de la Pineda,,2
respuesta añadida,Nombra una playa de España,Playa de Somorrostro,,2
respuesta añadida,Nombra una playa de España,Playa del Bogatell,,2
respuesta añadida,Nombra una playa de España,Playa de Sitges,,2
respuesta añadida,Nombra una playa de España,Playa de Castelldefels,,2
respuesta añadida,Nombra una playa de España,Playa del Silencio,,2
respuesta añadida,Nombra una playa de España,Playa de Oyambre,,2
respuesta añadida,Nombra una playa de España,Playa de Liencres,,2
